id,car_type,fault,description,solution,category,difficulty
387,رينو لوجان,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع بيجو 301.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,سهل
388,هيونداي إلنترا,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع شيفروليه أوبترا.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,سهل
389,سكودا أوكتافيا,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع تويوتا كورولا.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
390,فورد فوكس,الموتور بيرعش,السواق لاحظ إن الموتور بيرعش والعربية من نوع نيسان صني.,"راجع البوجيهات، ممكن واحد بايظ. نضفها أو غيرها. كمان فلتر الهوا لو مسدود، غيره.",موتور,متوسط
391,هيونداي إلنترا,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع رينو لوجان.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,صعب
392,تويوتا كورولا,الموتور بيرعش,السواق لاحظ إن الموتور بيرعش والعربية من نوع فورد فوكس.,"راجع البوجيهات، ممكن واحد بايظ. نضفها أو غيرها. كمان فلتر الهوا لو مسدود، غيره.",موتور,سهل
393,فورد فوكس,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع بيجو 301.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,سهل
394,تويوتا كورولا,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع ميتسوبيشي لانسر.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
395,شيفروليه أوبترا,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع نيسان صني.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
396,ميتسوبيشي لانسر,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع فورد فوكس.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
397,شيفروليه أوبترا,الموتور بيرعش,السواق لاحظ إن الموتور بيرعش والعربية من نوع بيجو 301.,"راجع البوجيهات، ممكن واحد بايظ. نضفها أو غيرها. كمان فلتر الهوا لو مسدود، غيره.",موتور,سهل
398,ميتسوبيشي لانسر,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع فورد فوكس.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,صعب
399,رينو لوجان,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع نيسان صني.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,سهل
400,تويوتا كورولا,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع سكودا أوكتافيا.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,صعب
401,هيونداي إلنترا,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع رينو لوجان.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,متوسط
402,كيا سيراتو,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع كيا سيراتو.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,سهل
403,سكودا أوكتافيا,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع كيا سيراتو.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,متوسط
404,رينو لوجان,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع كيا سيراتو.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
405,شيفروليه أوبترا,الموتور بيرعش,السواق لاحظ إن الموتور بيرعش والعربية من نوع نيسان صني.,"راجع البوجيهات، ممكن واحد بايظ. نضفها أو غيرها. كمان فلتر الهوا لو مسدود، غيره.",موتور,صعب
406,رينو لوجان,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع نيسان صني.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
407,شيفروليه أوبترا,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع شيفروليه أوبترا.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,سهل
408,بيجو 301,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع ميتسوبيشي لانسر.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
409,فورد فوكس,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع شيفروليه أوبترا.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,صعب
410,تويوتا كورولا,صوت تكتكة من الموتور,السواق لاحظ إن صوت تكتكة من الموتور والعربية من نوع هيونداي إلنترا.,الصوت ده ممكن من البلوف أو الزيت ناقص. شيّك على مستوى الزيت وزوّد لو ناقص.,موتور,سهل
411,شيفروليه أوبترا,العربية بتسخن,السواق لاحظ إن العربية بتسخن والعربية من نوع نيسان صني.,"شوف ميّه الردياتير، لو ناقصة زوّد. لو بتغلي بسرعة، الترموستات أو طلمبة الميّه محتاجين كشف.",موتور,متوسط
412,نيسان صني,الموتور بيرعش,السواق لاحظ إن الموتور بيرعش والعربية من نوع نيسان صني.,"راجع البوجيهات، ممكن واحد بايظ. نضفها أو غيرها. كمان فلتر الهوا لو مسدود، غيره.",موتور,صعب
